380,1.06909806,1.76149586,1.46952865
390,1.09062279,1.80248321,1.468121822
400,1.11186152,1.8354667,1.46680482
410,1.13125601,1.86013157,1.46558083
420,1.14702794,1.87598198,1.464436031
430,1.15687699,1.8825106,1.463371935
440,1.15772094,1.87947468,1.462376439
450,1.14547046,1.86735364,1.461444991
460,1.11492898,1.84810471,1.460573079
470,1.06007827,1.82633726,1.459756285
480,0.975326527,1.81087472,1.458986561
490,0.85869012,1.81597106,1.458260788
500,0.71733771,1.85960044,1.457575807
510,0.57163386,1.95507331,1.456925601
520,0.448713039,2.0997243,1.456310408
530,0.367667386,2.27488676,1.455724699
540,0.333143144,2.4573873,1.45516603
550,0.340122601,2.62564303,1.454629875
560,0.363549768,2.76461828,1.454116165
570,0.38959492,2.88783698,1.453618854
580,0.417474836,3.00088513,1.45313961
590,0.446784921,3.10632491,1.452671274
600,0.477248056,3.20564914,1.452213821
610,0.508647675,3.29982985,1.451765383
620,0.540801625,3.3895475,1.451324079
630,0.573550125,3.47530492,1.450885397
640,0.606749649,3.5574904,1.450447736
650,0.640269581,3.63641514,1.450006962
660,0.673990285,3.71233665,1.458986561
670,0.707801903,3.785474,1.458260788
680,0.741603555,3.856018,1.457575807
690,0.775302761,3.92413821,1.456925601
700,0.808814977,3.98998782,1.456310408
710,0.842063186,4.05370708,1.455724699
720,0.874977536,4.11542586,1.45516603
730,0.907494981,4.17526541,1.454629875
740,0.939558931,4.2333397,1.454116165
750,0.971118912,4.28975641,1.453618854
